Page Link,Phone,Website,Email,About
https://www.facebook.com/pages/Green-Envy-Salon-Manchester/382235245226931,,,,
https://www.facebook.com/oleamanchester/,+1 603-518-5572,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.oleamanchester.com%2F%3Ffbclid%3DIwAR1JXlwKwu7L_awwSGOtI72vO3u-05iv-9Y8WXZSe-TGe8t4dUUhmE0uYTE&h=AT1BglXZd2BvdVpV4GAgeyP8mfsJb3XvDZ-PNKFD30ruc8EH593KXX7W19dSEQq1c9WHTvG_Ib9G0SmrHFqnSooiP3WmLm92pap4Nj3PTPjyaSpbOEVTOf3ChchoeN7UKU1Muw,mailto:oleamanchester@gmail.com,"An Aveda salon for hair and well-being.
twitter.com/oleamanchester
instagram.com/oleamanchester"
https://www.facebook.com/Iraninan-Hair-and-Beauty-Salon-Manchester-1703577676378132/,+44 7888 140008,,,"ACRYLIC NAILS £15 -£20
GEL NAILS £10
PARTY MAKEUP £25
WASH CUT & BLOWDRY £20
HAIR COLOUR £30.
PERMANENT HAIR STRAIGHTENING
FULL BODY WAX £25."
https://www.facebook.com/PrettyWomanHairSalon/,+44 161 224 9494,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.prettywomansalon.co.uk%2F%3Ffbclid%3DIwAR0aQ6ny8GxQP-nli1LmArL1JHO2F0k-p9jO-X0QK2OdsZ4rRI33f0mCvVs&h=AT3noTh4V98SLGEPAFk6E2SKVgL9kBODMqFseFe1qAW4K1EYYwlfhFcmdI_PINl6hCt4bTY9f0UbPd7kN4VgA5kv9SVj2YqaE36p6bxYBqmnhqhzXrg3zLNg-uOuWMroocCpjQ,mailto:info@prettywomansalon.co.uk,Welcome To a Full Pretty Woman Experience
https://www.facebook.com/inmotionhairandbeauty/,+44 161 973 3342,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.inmotionsalon.co.uk%2F%3Ffbclid%3DIwAR3zF5GOxJgNsLrmqBaXl4UO-59GH_RQmLlP4yDa7UU_a4VB7wX8lVN5b94&h=AT1owy24WsEtI7z4vdGm2DGHZn8dmLuFp7hC1OC4v_RFnSALlYFx65hp2u1M81RLWmEsxV9yUsJ3-HhaJUXVHKpYOy6z_U-UjkgIiJCPgHRobG37EDYBpYlyb34ed1zVsrQwjA,mailto:info@inmotionsalon.co.uk,"I am a well experienced hair stylist, originally from Hong Kong, but now proud to own my own salon here in Manchester."
https://www.facebook.com/www.theavenuebyfkz.co.uk/,+44 7586 463145,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.theavenuebyfkz.co.uk%2F%3Ffbclid%3DIwAR01vLvIU2LVaGyjFgEkB6xJnAGNk8AVrvYfcIS1CA8lEZH6YUNz_YRut1U&h=AT2BcmENte773mRIl7Y9_fp6X2JKo4r3dnL_jVuRUAQ2MLxnydKc6PSOJQ4G5RWjpm-ojcocSIiMM2VlVeuhBsKjflRxIHR6ZDwRv9wlFjQgzZurb1As384t8OCVCOd6oN6GZQ,mailto:theavenuebyfkz@gmail.com,"The Avenue, Manchester's New Luxorious Hair & Beauty Salon"
https://www.facebook.com/Palexandrehair/,+44 333 332 0290,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.pierrealexandrehair.com%2F%3Ffbclid%3DIwAR2cWSJDqukThVkJ4ptHy1Ds3pjjOdt0t0uJVSs5pU83R5LBEr7SCvbInpg&h=AT2UGh8fvdL6I3rQi3tMD46Me_Uph6nXKs55wWE4y6NQm_spoHY4CV-wJEj951ihQ4qH4A6hJbc7OL3MhmB6yEvN2i8ynsEBJ9QvQEF9UrD7zs0gDMQixhmb6xY2aEIrp8nKjA,mailto:pierrealexandreshows@gmail.com,Pierre Alexandre Hair Salon
https://www.facebook.com/ModernNailsManchester/,+44 161 445 6994,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.modernnails.co.uk%2F%3Ffbclid%3DIwAR0Ydrk7KPkyhfAGF0p_rfiLczDgnoWdfz2pxyHHZkniSoCoX8k9vExxBS8&h=AT0y8cE7-9dDlqG-AQK4zSMiuRS3V8yqjeHu_HENf2fHpFD8k-1W2diHEN1OJ3eEcSYsFeXcUmX0TX6HefCvsGOOVH76BVqcd_J1nsFlzFveOFFKhi1SLx1mg9hvhtv4VR5YPg,mailto:modernnailsmanchester@gmail.com,"We are a professional nail care & beauty salon located in the centre Didsbury, Manchester"
https://www.facebook.com/JolieVisageManchester/,+44 7788 714437,,,"Beauty salon inside the Y Club Gym, Manchester, Liverpool Street.
Massage-Dermaplaning-LED Facial therapy-BB Glow Facials-Dermal filler aesthetics-Me… See more"
https://www.facebook.com/Royas-Hair-and-Beauty-Salon-470806323032250/,+44 161 225 2158,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.RoyasSalon.co.uk%2F%3Ffbclid%3DIwAR2OZsN0rBTQUtxUhMRbT8IT0DH995yf61MzhYZTnFjkMzAFaSuPzInx-4Y&h=AT2Md7GBm89XvcbDbNLwmCkBKQR1qY2JtYyP9hbjkM6HyVNamE_cRWMXa6mX4cxREZlv51Z5Qyjv9WicWSfcg2eloJBk0sqzMs5ZEd-f44_Hsu1D8FXnLzcN4axAD_jfLZ-GIw,mailto:roya@royassalon.co.uk,"Leading providers of hair and beauty care in Longsight, Manchester since 2002."
https://www.facebook.com/Sunday-Beauty-Salon-Manchester-168526989850694/,+44 161 232 9601,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.beautyclubmanchester.co.uk%2F%3Ffbclid%3DIwAR3mTrLJq8oJxSbKdV2-EKsK72LLGXQmVvR0mzC47stf5oCmCaJlI6H2ADA&h=AT0dxghLADzqJ1LWkOLMTrwc1bQbQxSjaL-mvpbmY-KDWCv4JyHNK2WH4rW1V_MkEuYlP-QwDZ79FHer7Uu5rwwm2y5tj3JswXv76Zgx0PnAhO05BS5dP7ZnzBIYtteDpaWOOw,mailto:shaniaarshad@hotmail.com,"Beauty Salon Manchester, Hair , Makeup , Nails , Skin Laser , Ipl Laser Hair Removal , Body Slimming ."
https://www.facebook.com/Vajazzle.Beauty.Salon.Manchester/,+44 7794 525717,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.waxingmanchester.co.uk%2F%3Ffbclid%3DIwAR3FZKO7wvrPKvoTyODE432GywtEPh4gLR_s6WyRqFqALdhsESc0w0wm2eU&h=AT2Vb7RL5gsY3qAE5ryzThDPSYgRMEEUgh4PnA1atYXAJzGFkmbrlQzLzp0yS09xh2pNNufJLLwHR0Z03pKYSsmREEajAHCgQYleGiRPFsKV6s561jNLFytNLuOu0OSIlafRCg,mailto:shaniaarshad@hotmail.com,"One of Manchester Best Hair & Beauty Salon We Offer Nails , Waxing, Eyelashes, Hair Cut, Colours, Permanent Hair Straightening, Spa"
https://www.facebook.com/CC-Salon-Manchester-264078943676873/,01612053479,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.cc-salon.co.uk%2F%3Ffbclid%3DIwAR0Nuega0rFCUmjQtT9iJeL9NJtOKGGdcBc204Gw4-3oSSKC2yePiD0wJB8&h=AT0kRl89YO00cchhOp0h7D9YZONUg9TAXlw74KvY6X8kgfTqKM2upNcOjk7fah90t2qm9GN2n7ZrAFIj-rNw381eQFPX1INCECcfBcLXjycPlR5makGPGWQrY-yZiE5c59JlDw,mailto:info@cc-salon.co.uk,
https://www.facebook.com/gabinetmanchester.co.uk/,+44 7739 660991,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.gabinetmanchester.co.uk%2F%3Ffbclid%3DIwAR2Glv5CcQEuBIjm6gMrpK6GXYCnJ7d1coJEBCg0eYdxckTfTi55Hq8Sbxg&h=AT3MbaOE3Y9j459wfrLbEXm1HgH_Fjo4eHASACQoMsk4cvFDCUPae927Hpiw5xivA5YpyG_C4vx_fKWZu7UpvKl0Ad8Vmr-UAkwCppcbEWveEsZRZtManaQHRCVCJMcVj1injQ,mailto:dorota-kosmetyczka@wp.pl,Welcome in Beauty Salon Visage
https://www.facebook.com/davidrozmansalon/,+44 161 832 0179,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.davidrozman.co.uk%2F%3Ffbclid%3DIwAR1mfFE_g_67kMyGkUgYxNWSCWU1cv8JTv0JiiCjayAaTNoXpaM78DroxfE&h=AT2th1mo_NNF6BPFTvM3d8R_hfBGAjfZ477g9rOSfRTmYdeSfeDFqgimzASsCw5XHZAlO2bo3g2DdhE2UXGRRZA0Rc5gfgH7nA6NQCz2TGORiSIdKxGmKc8BeoGtzL8x4WSPPQ,mailto:hair@davidrozman.co.uk,"We aim to offer our customers the ultimate hair experience. Find us in Manchester city centre, just across from Spinningfields."
https://www.facebook.com/villagehairmanchester/,+44 161 237 1032,https://l.facebook.com/l.php?u=http%3A%2F%2FVillage-hair.co.uk%2F%3Ffbclid%3DIwAR1I0wpt-A0KXPC7fQ0sOBOevU3eEd9L72wly1p860Ij9P83U19e80r1-bM&h=AT0twRXF8dGj-Zq7iO7e-6YK0lLhIFPuArO36B3_GWNTz7xvWibUkRMJRQPdEkgWWkyWLi9ocObHflmTkSb4n-Iv1RStXUqi1dItTPMAY3H2EQOYKc4VMap5IFRkErZdMYsASg,mailto:villagehairandbarbers@outlook.com,New & improved beautiful boutique salon in the heart of Manchester City centre. Feel & look your best whilst sipping a glass of prosecco.
https://www.facebook.com/mccroryhair/,+44 161 273 3330,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.mccroryhair.co.uk%2F%3Ffbclid%3DIwAR04LkuxZCrYzdQf5ucoV9o6Y_RpIeZR7r2-0gaqQAXmk3u-XQNk8ZAbCEw&h=AT18KyI3uzXwYkbaZlcKSE2d7jbqIHDc7gCCk4yRMJbkigffMnhetvud-BaRqnIlRg1S9cZzHn4ToAEzKO5kYdxUNqWMA0RjlDXfZajZw-zzgVLzHesgBeUrMusIoKpYYn-3OA,mailto:hair@mccroryhair.co.uk,"Award-winning salon at Manchester Oxford Rd, specialists in colour, curls, styling and treatment."
https://www.facebook.com/salonpierrebeauty/,+44 161 748 1213,https://l.facebook.com/l.php?u=https%3A%2F%2Fsalonpierre.co.uk%2F%3Ffbclid%3DIwAR2ByKFUT575COZtqQpJBXCfrCeHixbnBaxvgyPEpqPiJ7CkjmdkVFQ_esc&h=AT0i_hvY0OuqfRRcZqIMkWrm7K-l3ZwUgAP0B21pAMlYwMXA-sU5LLaXzAb0LnsLL3EzNSzSN0JQR46lM2X6NOAXiwTvr2hPPxlhj2Tf80xivW5WinfxW9YqD50aoHwyUSw0Cw,mailto:hello@salonpierre.co.uk,Trust Salon Pierre for all your beauty and aesthetic needs with their outstanding customer service for many years. Fully trained to the highest standa… See more
https://www.facebook.com/Manchester-Salons-115563406541660/,+44 7466 000731,,,
https://www.facebook.com/SalonServicesManchesterSalford/,+44 161 737 7100,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.salon-services.com%2Fon%2Fdemandware.store%2FSites-salon-services-Site%2Fen_GB%2FStores-Details%3FStoreID%3D4340%253Futm_campaign%253Dsearch_social_directory%26fbclid%3DIwAR3ssZNfl4VdawwtOn-km4UW2-DRso-qgTupP477lthERyzNA_lnQzzJ1ls&h=AT2iKTl3nqIkfM0RZFZ0dbgpYqn0_dMd9xeW2sfF_eXiOTAxlhJQLdScvWSAf9Di06qbalOt_ffCC_4pfSmCY6d1dkYRVR5wYcsSp4KvgJkgubycPnKvmJmOTGXwUviM9Jvwkg,mailto:manchestersalford.store@salon-services.com,Welcome to the Salon Services Manchester Salford Facebook page!
https://www.facebook.com/ZinhaSalon19,,,zinhasalon2019@hotmail.com,
https://www.facebook.com/enhancemanchester/,,https://l.facebook.com/l.php?u=http%3A%2F%2Fenhancemanchester.com%2F%3Ffbclid%3DIwAR11jAqyWra2VqHaXpQJCGiu3BG_N_THukBqr30VRY0rkfEma638RVVACuY&h=AT0AxCDeynG497AIQrtlV7Tlej-uPErmPcz0EI-SohZjLCJX3Wq7d5FTjkG5zOW2zDwS3kUm0n03tZ63jo-isofTqI7mS09JqEI0Wq62E-tQ2L-F_w82k4gVyuNz_eMyHj5-nw,mailto:enhancemanchester@gmail.com,"We offer many courses, private, funded & part funded as well as Hair & Beauty , including non-invasive treatments, Aesthetics, Massage & Clinical Therapies"
https://www.facebook.com/maisalonuk/,+44 161 236 5348,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.maisalon.co.uk%2F%3Ffbclid%3DIwAR1b71bpdr5F2N9jwEEHf3rTyAFGGTRRqEbbECwgh89vOZ47HNdxRfEQUeg&h=AT32F07xNVhhjRMnRXu5wv7o6dfZAl687iaLar273H3rSezd1TFXN3mIRbjkBnfLolnuVXPHdiToXC0mHomqvUphujPWWSUUhrRgQ2_Bop08vXv6G66HrZnLtSVyqqA7pTUirA,mailto:info@maisalon.co.uk,Mai Salon is a newly renovated hair salon hidden in the heart of Manchester and just a stone's throw from St Peter's Square.
https://www.facebook.com/ElysiumHandB/,+44 161 661 1166,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.elysium-salon.co.uk%2F%3Ffbclid%3DIwAR0UbtryZACQ1W7gaN_cnZdyuBUEQHsaMgpBMYUJW-zvxdSyKgC0ar3XBak&h=AT2TOv0nXfaNN-vC5vcD0mTCGHKQak2lRJbc9y1Ddl7IcyrnpBA-RvxJa3pMo4eIDSG3DB_UB13gvwNdrYyOpcIgYOhGzxEPwT7NInjwLPBTf3_rh2AC3pNmCat08EfrEyRbsQ,mailto:info@elysium-salon.co.uk,"Elysium Salon provides advanced creative colour, cutting and hair extensions techniques,
Concept north wests top Paul Mitchell salon"
https://www.facebook.com/pages/Blossom-Manchester-Salon/101802067867010,,,,
https://www.facebook.com/ntsmanchester/,+44 161 536 3992,https://l.facebook.com/l.php?u=https%3A%2F%2Fnationaltrainingsalon.co.uk%2F%3Ffbclid%3DIwAR22waHRnPscw5sVYCvYQw2F8NbwX_S8pnZIJc6ldFsF9PF-pATo39UI-Go&h=AT3riodDpadN0CV0W5zzYh1IVtSvezJX_zG9DvxEywQn3XJ-vi-zqOj7PYbXbPuPDl9gTg4i8iukSD4OHTkuW0-H7E_kC6-3WeE-9TlbQd9wceUkghLpEstkLUsB3WZ-pipbCw,mailto:info@nationaltrainingsalon.co.uk,"At National Training Salon Ltd (NTS) We are a VTCT approved Training Salon, we offer all aspects of nail, beauty and make-up courses for you to start … See more"
https://www.facebook.com/lashedbykcl/,,https://l.facebook.com/l.php?u=http%3A%2F%2Finstagram.com%2Flashedbykcl%3Ffbclid%3DIwAR1XSWikbFmmVyGD1tCi63AFJjE6aROidqHJLsXlgnq5V87OnRUvvaEU7wo&h=AT2dVmww0kY7pIR5-kYpFpo75-vx7Usm1dhUBnoqPhXh61RfbZ35H46vrhIlTInPcgFFnippamVgw1faeYmFehVvpPkEd9AlQZFqNfzDEM7EoXb54WXsptEHicrd2ZqxiBMD8w,,"Classic, Hybrid and Russian eyelash extensions in Failsworth, Manchester. Salon based, 2+ years experience. Message for enquiries �"
https://www.facebook.com/platinummanchester1/,+44 161 748 1662,,,
https://www.facebook.com/melissaTsalons/,+44 161 834 5945,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.melissa-salons.com%2F%3Ffbclid%3DIwAR3uxc61-zNn01tMORc7x2dywESqzfaaRBqHwddJ60O0albkcYh-fi7EUaM&h=AT1f7YlvpFaVGun6f0QB4NYXq_sh_QC7yeqYy83rD3vvuHJ8k14fklci-n3MGHm9kSo03NLv6hZIXouQnOdvi-Iv2DHcwqay8asX6kYTJfu09Y2M-JqyWjGl9rZehahljAUX_g,mailto:melissa@melissa-salons.com,•Award winning salon in Manchester City centre.
https://www.facebook.com/AURA-Manchester-101767198687575/,,,,
https://www.facebook.com/FakeItManchester,+44 161 232 0770,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.fresha.com%2Fbook-now%2Ffake-it-jejd045y%2Fall-offer%3FpId%3D574662%26fbclid%3DIwAR2ByLlRYPbGr-RhX4TqHBCtsX90ayL52qZcWRFnlVxioDiyvdXr-T9EM9U&h=AT1s4pAKdE1M93yoCPWp91Sua4MZk5-Pbo0BW9KWzUsRuPRYACsSLw-xYuYf4OoIm1Nn0UGjH9Pm9MOwZcdkRmtU8z9bTYZW5eLniTgrtcVp96HOajdf-dnMzQGKJ1dxyJcyMw,,
https://www.facebook.com/Manchester.Nails.Salon/,+44 161 232 9601,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.beautyclubmanchester.co.uk%2F%3Ffbclid%3DIwAR1G690bRBqCSOmkO4YSZDfK59k-wpGOHiPiC0vSlXmHTb73l-f-IKXndoM&h=AT3MAhBdH5IBNj4qdUOeyQ74PAphOfLSyrHXUa_5yq06K41Hr3Cu-7DR_kRkJ07N6EkFRhl9m80pGgdNRE5fRZEZBPudvVyQ4_mBShnSWngM2wXDbN_fXpNuUe87RrN3f0xr3w,mailto:shaniaarshad@hotmail.com,"One of Manchester Best Hair & Beauty Salon We Offer Nails , Waxing, Eyelashes, Hair Cut, Colours, Permanent Hair Straightening, Spa"
https://www.facebook.com/bespokebrowsmanchester/,+44 7402 273310,,,Brows and beauty treatments based at Peter Marcus Salon Didsbury
https://www.facebook.com/enhancebeautymanchester/,+44 7516 976462,,,"Beauty , sunbeds and aesthetics
Lashes
Massage
Brows
Nails
Sunbeds
All filler treatments
Basic and advanced anti wrinkle treatments … See more"
https://www.facebook.com/THEREDANGELMANCHESTER/,+44 161 835 1615,https://l.facebook.com/l.php?u=http%3A%2F%2FRedangelhair.co.uk%2F%3Ffbclid%3DIwAR0G5MR4FXBDpX9mOKrLPU0gctUdhdMBJNtGZWB51l8vcBIqQhI-0TjXESI&h=AT3rmfJPh-A68YRiGARReag5kxuIV_WYDJ-CbHeeKvv2ihImFsEqFLXVWY8mwIOm1BUGrfLvOBegzF24U6OjRZ1tcHHxGT_n63A4Ynk8vKbiQbLHWWk_5fokvD4gsjGBIm8eqw,mailto:theredangelmanchester@yahoo.com,
https://www.facebook.com/lash.infinity.manchester/,+44 7727 544844,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.lashinfinity.co.uk%2F%3Ffbclid%3DIwAR3WvqZMc5glxd6vnfM2DXabJd9H3awueX3d9UrNn3tC5d5LQL2WQG2tKME&h=AT3AIjFYux58DeikpMCTjtTg50HDuCJZ7whtyu_xs9MGnVS3mR5HXlcv-tqFHnjUevXvciRGGJuNrjHBSeeUS-bjS79tkO7LpkVlH6_pZsnwWdbn-edynij0uvrdVVJd7Y3T7Q,mailto:lashinfinitypro@gmail.com,"Master Lash Artist offering bespoke classic and volume lash extensions.Winner at Lash Battle 2016 & 2017 in classic, 2D and Dramatic Volume categories"
https://www.facebook.com/foreveryoungkosmetyczka/,+44 7935 551278,,,Zabiegi pielegnacyjne twarzy henna manicure/pedicure hybrydowy depilacja woskiem
https://www.facebook.com/tropicalpalmsmcr/,+44 161 292 5604,https://l.facebook.com/l.php?u=http%3A%2F%2Ftropical-palms.com%2F%3Ffbclid%3DIwAR1V_BI6qX2WikXQWrvqy8lH2XTlio1Cibp10qpItPYDaOVUG5ApzzqkpV4&h=AT2Cnvj6teCnIQ4H7dSn3Imf8Xf3xGUtVypAVIALzhy8XVtWDmcTf4EXhUbQFZ8bPMAHhlklVNf3-VbQBPlFAeecSPNQeVNwpz2CnvXUGEUtEPcAORWJuNOpAMJXF-V9Vae8Bw,,"Manchester's No.1 Premier Ladies Salon, Gents Barber Shop and Tattoo & Piercing Studio."
https://www.facebook.com/PalomasBeau,+44 161 222 0150,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.palomas.co.uk%2F%3Ffbclid%3DIwAR3EGC08L3HQ2-rk18e8gh7FSoVQAHjFDFo8PiRxzpLtj6XpWeaTzfNeXZU&h=AT0qjNxo6SaSKTngW-FBBsHgZe9LJCflRvdJ8U-jVKtdTD0VQnrXZrUFPQ58HJi_bCgxFwh-8vu7Z2WrpLToA4Gg3HTvboYZyuj9cL2OC8J7VmCgfsrc3NDCjpnv39SuLkyONQ,,
https://www.facebook.com/houseofvanityuk/,+44 161 834 6622,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.houseofvanity.com%2F%3Ffbclid%3DIwAR2KCjpotR_S7y1A1HDtZ2u3GN_8Vxxjnm6rYj3bJwZ1Jvexn-QPzTvuoL8&h=AT0nqe_hWmKhSGFIE2zrky6V6o3sO--eS5QRkQdkHabuCfkMScJUVYGRil6vhTQ0sG2UV04o7JeqrJHmu4x9JKtNwkKq3XIlXGJMHxJyU0TCKI7QuW21Y--v0sfRQY83ISth5w,mailto:hello@houseofvanity.com,House of Vanity is a Beauty & Blow Dry Bar in Manchester City Centre
https://www.facebook.com/houseoftinuofficial/,+44 161 272 8725,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.houseoftinu.com%2F%3Ffbclid%3DIwAR3qIBWkVQjYHu3pkc8OS6M3E0e4dSSARh9jL_liHhI5aaUlZB9xODYjq1E&h=AT2Ec94_e2Um4Izjwsno-jT0wkiSJbIBBIAHtp7ZI_niIBtZSLNQzn68lRqMr2ho4cLSPKBVQk4JihXXe0KLSd45Zzh1Sb6UVgAqv1h1tBKy8qbwFjnSLrQa0okTZRd6rJfq6g,mailto:info@houseoftinu.com,"Manchester Leading #Hairextension, Keratin Specialist & Colourist."
https://www.facebook.com/beautyclubmanchester/,+44 161 232 9601,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.beautyclubmanchester.co.uk%2Fmassag.php%3Ffbclid%3DIwAR39fDHrE3y1wOZl5hCqKCMoy3o85Oi45Rr3mOo6vatk3jtZO0pMjjejrA8&h=AT0fYe35N2tMxNAwBV4dszfIliLnJ8Wvoq5bMr4dT-NOfkH2XDfzPwsGK_8q5Z9oS7gPbwupm9ItvniHi7YfxTRfdCghtrBy8axn1jKn5aGuPX01RmE_C_yLoHobNED_SihliA,mailto:info@beautyclubmanchester.co.uk,"Glam Master Salon offers hairdressing & colouring waxing nails lash extensions, bridal and party hair and make-up, massages, manicures, pedicures, las… See more"
https://www.facebook.com/length2lengthhairextensions/,+44 161 637 7075,,mailto:manchesterhairextensions@gmail.com,Hair Extensions:
https://www.facebook.com/BLOWN.mcr/,+44 161 767 8910,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.blown.salon%2F%3Ffbclid%3DIwAR00fJLzi4jRlWsrfdycVXjn6fe629DnJodiWVl7tDooZ_4UZ8-SyfmjlEo&h=AT0MjOD4VSHKs3Y8r39lEW-7_Ai-ytY6Ze23Ol6iI98GvT3KpjdP4502piYy1EPb_tPw2KOhufRCVUTzAREAEMSGaOq62EiC5Joo6WNeWiQKzVy2t2DBwFAvZze478y3iRqlDw,mailto:info@blown.salon,"Hair Salon Based In Manchester
Colours & Balayage
Hair Styling
Hollywood ColourBlend™
Hair Extensions
Facials
Make Up… See more"
https://www.facebook.com/RelucentBeauty/,+44 161 654 4747,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.relucentbeauty.co.uk%2F%3Ffbclid%3DIwAR2jF5SGTTao4FB68aPUt-5KmmjVYJcLAcWB6kmcFakkNv-4rEk_ou6rA6E&h=AT1OoF5jSl_9N5TEkg7pOgqCVvl7QFLi0W0mzF7C8ZbPU0-D8lmO0RxEZ3A5rFB74hjIhuf9hrKjDm_iOvtY_aRj7_97QV4wxGdsY5LDI0xcf0wWt4gIg-Qi2s2Fcjxj6tkxZA,mailto:relucentbeauty@gmail.com,"147 Jubilee Road
Boarshaw
Middleton
Manchester
M24 2LY
0161 654 4747"
https://www.facebook.com/Colour-Me-Crazy-Freelance-Hair-Beauty-268017683225875/,+44 7935 031626,,mailto:colourmecrazy.manchester@gmail.com,Freelance Hair & Beauty - Greater Manchester based
https://www.facebook.com/lerrox,+44 161 839 3615,,,
